city,lat,lng,population
Linhai,28.8523,121.1409,1028813
Monrovia,6.3106,-10.8047,1021762
Wafangdian,39.6271,121.9972,1024876
Zhongxiang,31.169,112.5853,1022514
Odesa,46.4775,30.7326,1017699
Shymkent,42.3,69.6,1018974
New Orleans,30.0687,-89.9288,1020886
Thủ Đức,10.8199,106.7909,1013795
Volgograd,48.7086,44.5147,1015586
Port-au-Prince,18.5425,-72.3386,987310
Islamabad,33.6989,73.0369,1014825
Mysore,12.3086,76.6531,1014227
Xinyi,22.3559,110.9369,1013900
Kathmandu,27.7167,85.3667,975453
Raipur,21.2379,81.6337,1010087
Nice,43.7034,7.2663,1006402
Arequipa,-16.3988,-71.5369,1008290
Port Harcourt,4.75,7,1005904
Louisville,38.1663,-85.6485,1005654
Zaoyang,32.1287,112.7581,1004741
Shuizhai,33.4433,114.8994,1003698
Dnipro,48.45,34.9833,1002111
Kota,25.18,75.83,1001694
Quetta,30.192,67.007,1001205
Abu Dhabi,24.4781,54.3686,1000000
Stockholm,59.3294,18.0686,972647
Ottawa,45.4247,-75.695,989567
Asmara,15.3333,38.9167,963000
Freetown,8.4833,-13.2331,951000
Jerusalem,31.7833,35.2167,919438
Bangui,4.3732,18.5628,889231
Panama City,9,-79.5,880691
Amsterdam,52.3667,4.8833,862965
Lomé,6.1319,1.2228,837437
Libreville,0.3901,9.4544,797003
Zagreb,45.8,15.95,790017
Dushanbe,38.5731,68.7864,778500
Lilongwe,-13.9833,33.7833,781538
Cotonou,6.4,2.52,762000
Vientiane,17.9667,102.6,760000
Colombo,6.9167,79.8333,752993
Pretoria,-25.7464,28.1881,741651
Winnipeg,49.8844,-97.1464,705244
Quebec City,46.8139,-71.2081,705103
Oslo,59.9111,10.7528,693494
Athens,37.9842,23.7281,664046
Bujumbura,-3.3825,29.3611,658859
Helsinki,60.1756,24.9342,642045
Skopje,41.9833,21.4333,640000
Chisinau,47.0228,28.8353,639000
Riga,56.9475,24.1069,614618
Copenhagen,55.6761,12.5689,602481
Kingston,17.9714,-76.7931,580000
Rabat,34.0253,-6.8361,572717
Vilnius,54.6833,25.2833,574147
San Salvador,13.6989,-89.1914,567698
Djibouti,11.595,43.1481,562000
Lisbon,38.7452,-9.1604,506654
Kitchener,43.4186,-80.4728,470015
Tallinn,59.4372,24.745,438341
Cape Town,-33.925,18.425,433688
Bratislava,48.1447,17.1128,429564
Tirana,41.33,19.82,418495
Canberra,-35.2931,149.1269,426704
Wellington,-41.2889,174.7772,418500
Beirut,33.8869,35.5131,361366
Dodoma,-6.1835,35.746,410956
Halifax,44.6475,-63.5906,403131
Bissau,11.8592,-15.5956,395954
Juba,4.85,31.6,372410
Port Moresby,-9.4789,147.1494,364125
Yamoussoukro,6.8161,-5.2742,355573
Victoria,48.4283,-123.3647,335696
Maseru,-29.31,27.48,330790
Nicosia,35.1725,33.365,330000
Windhoek,-22.57,17.0836,322500
Porto-Novo,6.4833,2.6167,300000
Sucre,-19.0431,-65.2592,300000
San José,9.9333,-84.0833,288054
Ljubljana,46.05,14.5167,286745
Sarajevo,43.8667,18.4167,275524
Nassau,25.0667,-77.3333,274400
Bloemfontein,-29.1,26.2167,256185
Fort-de-France,14.6104,-61.08,253995
Gaborone,-24.6569,25.9086,231626
Paramaribo,5.8667,-55.1667,223757
Dili,-8.5586,125.5736,222323
Pristina,42.6667,21.1667,204725
Georgetown,6.7833,-58.1667,200500
Malabo,3.7521,8.7737,187302
Gibraltar,36.1324,-5.3781,187083
Saint-Denis,-20.8789,55.4481,190047
Male,4.175,73.5083,133019
Podgorica,42.4397,19.2661,174515
Manama,26.225,50.5775,157474
Port Louis,-20.1667,57.5,149194
Willemstad,12.108,-68.935,150000
New Delhi,28.7,77.2,142004
Bern,46.948,7.4474,133798
Papeete,-17.5334,-149.5667,131695
Reykjavík,64.1475,-21.935,128793
Praia,14.9177,-23.5092,127832
Luxembourg,49.6106,6.1328,124509
Sri Jayewardenepura Kotte,6.9,79.9164,115826
Bridgetown,13.0975,-59.6167,110000
Moroni,-11.7036,43.2536,111329
Thimphu,27.4833,89.6333,104000
Mbabane,-26.3208,31.1617,94874
Nouméa,-22.2625,166.4443,93060
Honiara,-9.4333,159.95,84520
Suva,-18.1333,178.4333,88271
Castries,14.0167,-60.9833,70000
Cayenne,4.933,-52.33,61550
São Tomé,0.3333,6.7333,56166
Port-Vila,-17.7333,168.3167,51437
Hamilton,32.2942,-64.7839,52320
Bandar Seri Begawan,4.9167,114.9167,50000
Monaco,43.7396,7.4069,36371
Gitega,-3.4264,29.9306,41944
Port of Spain,10.6667,-61.5167,37074
Apia,-13.8333,-171.8333,37708
Douglas,54.15,-4.4819,35854
Oranjestad,12.5186,-70.0358,34980
Saint Helier,49.1833,-2.1167,33522
Vaduz,47.1415,9.5215,36281
Banjul,13.4531,-16.5775,31356
Mamoudzou,-12.7871,45.275,32057
Majuro,7.0918,171.3802,30000
Tarawa,1.3382,173.0176,28802
George Town,19.2866,-81.3744,27704
Victoria,-4.6236,55.4544,26450
Kingstown,13.1667,-61.2333,25000
Saint John’s,17.1211,-61.8447,21926
Nuku‘alofa,-21.1347,-175.2083,23221
Andorra la Vella,42.5,1.5,22151
Nuuk,64.175,-51.7333,18326
Belmopan,17.25,-88.7675,17222
Roseau,15.3,-61.3833,16582
Basseterre,17.2983,-62.7342,13220
Tórshavn,62,-6.7833,13326
Pago Pago,-14.274,-170.7046,12576
Valletta,35.8978,14.5125,6444
Gaza,31.5069,34.456,
Grand Turk,21.4664,-71.136,5801
Palikir,6.9178,158.185,6227
Funafuti,-8.5167,179.2167,6025
Lobamba,-26.4465,31.2064,5800
Avarua,-21.207,-159.771,5445
Saint George’s,12.0444,-61.7417,4315
San Marino,43.932,12.4484,4040
Al Quds,31.7764,35.2269,
Capitol Hill,15.2137,145.7546,2500
Basse-Terre,16,-61.7167,
Stanley,-51.7,-57.85,2213
Vatican City,41.9,12.4478,825
Alofi,-19.056,-169.921,1611
Hagåtña,13.4745,144.7504,1051
Jamestown,-15.9251,-5.7179,714
Marigot,18.0706,-63.0847,
Philipsburg,18.0256,-63.0492,
Road Town,18.4167,-64.6167,
Gustavia,17.8958,-62.8508,
Saint-Pierre,46.7811,-56.1764,
The Valley,18.2167,-63.05,
Mata-Utu,-13.2825,-176.1736,
Kingston,-29.0569,167.9617,
Ngerulmud,7.5006,134.6242,
Tifariti,26.0928,-10.6089,
Tifariti,26.0928,-10.6089,
Longyearbyen,78.2167,15.6333,
Adamstown,-25.0667,-130.0833,
Flying Fish Cove,-10.4167,105.7167,
Bareilly,28.364,79.415,1000000
Quảng Hà,16.06,108.25,1000000
Soacha,4.5781,-74.2144,995268
Kitaku,33.8704,130.82,997536
Jodhpur,26.2918,73.0168,995000
Xingcheng,24.1681,115.6669,993000
Dongtai,32.8534,120.3037,990306
Yingcheng,24.1878,113.4042,986400
Al Manşūrah,31.05,31.3833,960423
Glasgow,55.8609,-4.2514,985290
Chiba,35.6,140.1,981738
Luocheng,22.7645,111.5745,984100
Danyang,31.9948,119.575,980662
Natal,-6.9838,-60.2699,980588
Zhaodong,46.0635,125.9773,980000
Nada,19.5,109.5833,977700
Xibeijie,39.737,98.5049,977600
Kirkuk,35.4667,44.4,975000
Naples,40.8333,14.25,966144
Wuchuan,21.4283,110.7749,972400
Huilong,31.8131,121.6574,972525
Oklahoma City,35.4676,-97.5136,972943
Toulouse,43.6045,1.444,968638
Málaga,36.7194,-4.42,967250
Denizli,37.7731,29.0878,963464
Dispur,26.15,91.77,957352
Coimbatore,11,76.9667,959823
Guwāhāti,26.1667,91.7667,957352
Sŏngnam,37.4386,127.1378,948757
Taishan,22.2486,112.785,953900
Solāpur,17.6833,75.9167,951558
Tangier,35.7767,-5.8039,947952
Anqiu,36.3619,119.1072,947723
Feicheng,36.186,116.772,946627
Meishan,34.1736,112.839,936000
Kisangani,0.5153,25.1911,935977
Khartoum North,15.6333,32.6333,936349
Aguascalientes,21.876,-102.296,934424
Marrakech,31.6295,-7.9811,928850
Donetsk,48.0089,37.8042,929063
Taihecun,45.768,131.0063,930000
Trujillo,-8.1119,-79.0289,919899
Cebu City,10.3,123.9,922611
Taihe,30.8706,105.3784,924531
Bridgeport,41.1918,-73.1953,924449
Antwerp,51.2206,4.4003,920000
Trichinopoly,10.8269,78.6928,916857
Xin’an,34.3662,118.3369,920628
Padang,-0.9556,100.3606,914970
Qingzhou,36.6967,118.4797,914047
Buffalo,42.9016,-78.8487,914341
Lichuan,30.2965,108.9378,913700
Daye,30.1003,114.9699,909724
Fort Worth,32.7811,-97.3473,909585
Hengzhou,22.6896,109.2674,908400
Campo Grande,-20.4686,-54.6222,906092
Zhuanghe,39.6896,122.9664,905852
Hartford,41.7661,-72.6834,905152
Ad Dammām,26.4333,50.1,903312
Bucheon,37.4989,126.7831,867678
Lhasa,29.65,91.1,902500
Homs,34.7333,36.7167,900492
Jiaozhou,36.2481,119.9625,900500
Mérida,20.97,-89.62,892363
Yangchun,22.1717,111.7846,891800
Concepción,-36.82,-73.0445,889725
Dengtalu,36.08,114.35,887000
Hubli,15.36,75.125,890000
Abeokuta,7.15,3.35,888924
Tucson,32.1545,-110.8782,888486
Krasnodar,45.0333,38.9833,881476
Natal,-5.795,-35.2089,877662
Chihuahua,28.6353,-106.0889,878062
Klang,3.0333,101.45,878000
Turin,45.0667,7.7,870952
Jos,9.9333,8.8833,873943
Laiyang,36.9758,120.7136,874127
Jalandhar,31.3256,75.5792,873725
Sale,34.05,-6.8167,850403
Marseille,43.2964,5.37,870018
Kaifeng Chengguanzhen,34.85,114.35,872000
Eskişehir,39.7767,30.5206,871187
Gaomi,36.3833,119.75,868715
Teresina,-5.0949,-42.8042,868075
Ipoh,4.6,101.07,866772
Hai’an,32.532,120.4604,866337
Liverpool,53.4,-2.9833,864122
Zamboanga City,6.9167,122.0833,861799
Oran,35.6969,-0.6331,852000
Southampton,50.9,-1.4,855569
Weichanglu,37.1792,119.9333,859424
Pekanbaru,0.5333,101.45,855221
Portsmouth,50.8058,-1.0872,855679
Leping,28.9632,117.1203,852800
Kermānshāh,34.3167,47.0686,851405
Hailun,47.4585,126.9632,850000
Macheng,31.1817,115.0189,849090
Ilorin,8.5,4.55,847582
Omaha,41.2627,-96.0522,847819
Yuci,37.6804,112.73,840000
Saratov,51.5333,46,845300
São Bernardo do Campo,-23.6939,-46.565,844483
Erbil,36.1911,44.0094,846000
Iguaçu,-22.74,-43.47,844583
El Paso,31.8479,-106.4309,843386
Denpasar,-8.6667,115.2167,834881
Dehui,44.5323,125.6965,839786
Naucalpan de Juárez,19.4753,-99.2378,833779
Bhubaneshwar,20.2644,85.8281,837737
Tongchuan,34.9057,108.9422,835600
Cheongju,36.6372,127.4897,833276
Warri,5.5167,5.75,830106
Pointe-Noire,-4.7889,11.8653,829134
Rongjiawan,29.1409,113.1087,826000
Butterworth,5.3942,100.3664,821652
Bhayandar,19.3,72.85,814655
San Luis Potosí,22.1511,-100.9761,824229
Renqiu,38.7094,116.1008,822455
João Pessoa,-7.12,-34.88,817511
Toluca,19.2925,-99.6569,819561
Honolulu,21.3294,-157.846,820987
Querétaro,20.5875,-100.3928,804663
Xindi,29.8182,113.4653,819446
Wu’an,36.6941,114.1847,819000
Hermosillo,29.0989,-110.9542,812229
Wutong,30.6326,120.5474,815848
Taguig City,14.5167,121.05,804915
Saltillo,25.4333,-101,807537
Gaoyou,32.7847,119.4432,811800
Hejian,38.4451,116.0897,810306
Yiyang,26.4103,112.3913,810447
Puxi,35.2125,114.735,809535
Zijinglu,34.7513,112.9854,807857
Trabzon,41.005,39.7225,807903
Xiashi,30.5333,120.6833,806966
Valencia,39.47,-0.3764,800215
Dongyang,29.2785,120.2282,804398
McAllen,26.2273,-98.2471,804114
Abaeté,-19.1583,-45.4522,800000
Palermo,2.8883,-75.4339,800000
Johor Bahru,1.4556,103.7611,797882
Qingping,34.538,113.3796,797200
Morelia,19.7683,-101.1894,784776
Niigata,37.9161,139.0364,790646
Pasig City,14.575,121.0833,755300
Morādābād,28.8418,78.7568,787000
Hamamatsu,34.7167,137.7333,788211
Culiacán,24.8069,-107.3939,785800
Xiangxiang,27.7389,112.5223,787216
Malang,-7.98,112.62,780000
Xingyi,25.091,104.9011,783120
Chaohucun,31.6783,117.7353,782000
Fuyang,30.0533,119.9519,771000
Antipolo,14.5842,121.1763,776386
Lubango,-14.9167,13.5,776249
Nottingham,52.95,-1.15,768638
Cencheng,22.9297,111.0186,772113
Kraków,50.0614,19.9372,766739
Erzurum,39.9097,41.2756,767848
Hempstead,40.6629,-73.6089,767417
Al ‘Ayn,24.2075,55.7447,766936
Songzi,30.1772,111.7732,765911
Laixi,36.8667,120.5333,762900
Bahawalpur,29.3956,71.6722,762111
Zhongba,31.7761,104.7406,762140
Qingnian,36.8494,115.7061,760781
Albuquerque,35.1053,-106.6464,761195
Kaduna,10.5231,7.4403,760084
Tlalnepantla,19.5367,-99.1947,750224
Xinhualu,34.3962,113.7249,758079
Guangshui,31.6189,113.8229,755910
Frankfurt,50.1136,8.6797,753056
Samarinda,-0.5022,117.1536,753370
Changhua,24.0667,120.5333,750000
Pietermaritzburg,-29.5833,30.4167,750845
Hŭngnam,39.8231,127.6232,751322
Kolhāpur,16.7,74.2333,750000
Ciudad Guayana,8.3596,-62.6517,751331
Cúcuta,7.9075,-72.5047,750000
Licheng,31.4174,119.4786,749522
Thiruvananthapuram,8.5,76.8997,743691
Tyumen,57.15,65.5333,744554
Cancún,21.1606,-86.8475,743626
Zaporizhzhia,47.8378,35.1383,741717
Tlajomulco de Zúñiga,20.4736,-103.4431,727750
Chengguan,35.4599,113.7975,740435
Kumamoto,32.8031,130.7078,738567
Nehe,48.48,124.8738,740000
Sokoto,13.0622,5.2339,732178
Birmingham,33.5277,-86.7987,739573
Zunhua,40.1881,117.9593,737011
Orūmīyeh,37.5486,45.0675,736224
Oyo,7.8333,3.9333,736072
Wugang,26.7345,110.6293,734870
Shuangqiao,35.0833,112.5833,733000
Rennes,48.1147,-1.6794,727357
Sizhan,39.0099,106.3694,730400
Comodoro Rivadavia,-45.8667,-67.5,730266
Langzhong,31.5833,105.972,728935
Bristol,51.45,-2.5833,724000
Qian’an,40.0059,118.6973,728160
Lviv,49.8419,24.0315,724314
Zouping,36.8625,117.7424,726722
Bremen,53.1153,8.7975,724909
Reynosa,26.0922,-98.2778,725793
An Najaf,32.029,44.3396,724700
Sagamihara,35.5667,139.3667,722973
Guli,28.9008,120.0284,723490
Sarasota,27.3386,-82.5431,722243
Mississauga,43.6,-79.65,721599
Lingbao Chengguanzhen,34.5221,110.8786,721049
Okayama,34.65,133.9167,720043
Anlu,31.2575,113.6783,720000
Wusong,30.9333,117.7667,720000
Dayton,39.7797,-84.1998,718353
Changsha,22.3762,112.6877,717700
Enugu,6.4403,7.4942,715774
George Town,5.4145,100.3292,708127
Jaboatão,-8.1803,-35.0014,702621
Santo André,-23.6572,-46.5333,710210
Xichang,27.8983,102.2706,712434
Soledad,10.92,-74.77,698852
Chengxiang,31.4515,121.1043,709500
Tolyatti,53.5167,49.4167,707408
Sahāranpur,29.964,77.546,705478
Warangal,17.9756,79.6011,704570
Edogawa,35.6924,139.8757,690457
Osasco,-23.5328,-46.7919,694844
Dashiqiao,40.6328,122.5021,704891
Latakia,35.5236,35.7917,700000
Rochester,43.168,-77.6162,703952
Fresno,36.7831,-119.7941,703498
Banjarmasin,-3.3333,114.5833,692793
Salem,11.65,78.1667,693236
Uberlândia,-18.9189,-48.2769,699097
Shishi,24.7355,118.6434,693000
Grenoble,45.1715,5.7224,687985
Guadalupe,25.6775,-100.2597,691931
Adachi,35.7833,139.8,682326
Qianxi,27.0284,106.0327,695947
Aracaju,-10.9111,-37.0717,685356
Bauchi,10.3158,9.8442,693700
Hamilton,43.2567,-79.8692,693645
Łódź,51.7769,19.4547,690422
Miluo Chengguanzhen,28.8049,113.0745,692080
Gaizhou,40.4019,122.3499,691595
Mālegaon,20.55,74.55,690844
Karbalā’,32.6167,44.0333,690100
Leling,37.7333,117.2167,689867
São José dos Campos,-23.1789,-45.8869,688597
Jianshe,34.2189,113.7693,687130
Acapulco de Juárez,16.8636,-99.8825,687608
Sheffield,53.3833,-1.4667,685368
Shizuoka,34.9756,138.3825,685589
Jingcheng,32.0058,120.2547,684360
City of Parañaque,14.4667,121.0167,665822
Kochi,9.9667,76.2833,677381
Allentown,40.5961,-75.4756,683794
Tasikmalaya,-7.3333,108.2,678027
Macau,22.203,113.545,568700
Torreón,25.5394,-103.4486,679288
Xinmin,41.9952,122.8224,680000
Shanhu,29.5908,120.8176,679762
Zhongshu,27.8116,106.4133,679624
Xigazê,29.2649,88.8799,679771
Gold Coast,-28.0167,153.4,679127
Cagayan de Oro,8.4833,124.65,675950
Gorakhpur,26.7611,83.3667,673446
Pinghu,30.7005,121.0104,671834
Palermo,38.1157,13.3613,668405
Guankou,30.9933,103.624,671200
Tulsa,36.1284,-95.9042,671033
Yatou,37.1653,122.4867,670251
Songyang,34.4161,113.0424,668592
Cape Coral,26.6446,-81.9956,668382
Ch’ŏngjin,41.8,129.7831,667929
Puyang Chengguanzhen,35.7004,114.98,666322
Qionghu,28.8417,112.3595,667104
Ribeirão Prêto,-21.1783,-47.8067,666323
Dasmariñas,14.3294,120.9367,659019
Wenchang,31.054,116.9507,664455
Shulan,44.4167,126.95,663403
Catia La Mar,10.6,-67.0333,661897
Sargodha,32.0836,72.6711,659862
Bouaké,7.6833,-5.0331,659233
Sialkot City,32.5,74.5333,655852
As Sulaymānīyah,35.55,45.4333,656100
Hwasu-dong,37.2,126.7667,655350
Jeonju,35.8219,127.1489,653055
Durango,24.0167,-104.6667,654876
Shimoga,13.9304,75.56,654055
Ansan,37.3236,126.8219,652800
Bulawayo,-20.1667,28.5667,653337
Xiping,25.6005,103.8166,652604
Sanhe,39.9808,117.0701,652042
Guntūr,16.3,80.45,647508
Dali,25.7003,100.1564,652045
Concord,37.9722,-122.0016,652308
Contagem,-19.9319,-44.0539,648766
Tiruppūr,11.1075,77.3398,650000
Ch’ŏnan,36.8064,127.1522,651661
Zaragoza,41.6483,-0.883,649404
Düsseldorf,51.2311,6.7724,645923
Izhevsk,56.85,53.2167,646277
Guixi,28.2861,117.2083,647240
Sorocaba,-23.5019,-47.4578,644919
Villahermosa,17.9892,-92.9281,640359
Petaling Jaya,3.1073,101.6067,638516
Tengyue,25.0208,98.4972,644765
Wuxue,29.8518,115.5539,644247
Utrecht,52.0908,5.1222,640000
Kikwit,-5.0333,18.8167,637736
Colorado Springs,38.8674,-104.7606,642413
Valenzuela,14.7,120.9833,620422
Qufu,35.6,116.9833,640498
Gaobeidian,39.3257,115.8678,640280
Ruiming,25.8833,116.0333,640600
Wrocław,51.11,17.0325,638586
Rasht,37.2833,49.6,639951
Nantes,47.2181,-1.5528,633690
Stuttgart,48.7761,9.1775,634830
Al Hufūf,25.3608,49.5997,637389
Xinshi,31.0236,113.1079,636776
Cochabamba,-17.3935,-66.157,632013
Barnaul,53.3567,83.7872,633301
Tripoli,34.4333,35.8333,530000
Jin’e,29.3395,105.2868,633210
Rotterdam,51.9225,4.4792,631155
Benghazi,32.1167,20.0667,631555
Kryvyi Rih,47.9086,33.3433,629695
Yanggok,37.6367,127.2142,629061
Changping,40.2248,116.1944,614821
Raurkela,22.2492,84.8828,625831
Ḩalwān,29.8419,31.3342,619293
Charleston,32.8153,-79.9628,628377
Chimalhuacán,19.4167,-98.9,614453
Xinxing,39.8734,124.1453,627475
Suohe,34.7879,113.392,626700
Mangalore,12.8703,74.8806,623841
Zhuangyuan,37.3,120.8333,626683
Ulyanovsk,54.3167,48.3667,624518
Irkutsk,52.2833,104.3,623736
Nānded,19.15,77.3333,623708
Bacoor,14.4624,120.9645,600609
Pontianak,-0.0206,109.3414,618388
Villa Nueva,14.5314,-90.5964,618397
Bazhou,39.1235,116.386,622975
Springfield,42.1155,-72.5395,623401
Turpan,42.95,89.1822,622903
Xingtai,37.0659,114.4753,611739
Meihekou,42.5279,125.678,618251
Cuiabá,-15.5958,-56.0969,618124
Jurong,31.9579,119.1595,617706
Feira de Santana,-12.2669,-38.9669,617528
Khabarovsk,48.4833,135.0667,616242
Zhugang,28.1277,121.2288,616346
Xinji,37.9423,115.2118,615919
Hamhŭng,39.9656,127.4886,614198
Serang,-6.12,106.1503,613356
Sanya,18.2536,109.5019,614647
Buraydah,26.3333,43.9667,614093
Ta‘izz,13.5789,44.0219,596672
Montpellier,43.6119,3.8772,607896
San Miguel de Tucumán,-26.8167,-65.2167,605767
Yaroslavl,57.6167,39.85,608079
Zhangshu,28.0667,115.5375,610424
Grand Rapids,42.962,-85.6562,609314
Vladivostok,43.1167,131.9,606589
Kuantan,3.8167,103.3333,607778
Gothenburg,57.6717,11.981,604829
Cuttack,20.45,85.8667,606007
Jambi,-1.59,103.61,602187
Zhuozhou,39.4887,115.9918,603535
Tianchang,32.6853,119.0041,602840
Las Piñas City,14.45,120.9833,588894
Cimahi,-6.8833,107.5333,586580
Tuxtla,16.7528,-93.1167,598710
Balikpapan,-1.1489,116.9031,598043
Qamdo,31.1375,97.1777,598862
Joinvile,-26.3039,-48.8458,597658
Durban,-29.8583,31.025,595061
General Santos,6.1167,125.1667,594446
Chānda,19.95,79.3,595118
Kagoshima,31.58,130.5281,594258
Leipzig,51.3333,12.3833,593197
Al Ḩillah,23.4895,46.7564,594605
Makhachkala,42.9833,47.4833,592976
Sihui,23.3448,112.6956,593400
Mar del Plata,-38,-57.55,593337
Brampton,43.6833,-79.7667,593638
Luocheng,30.9793,104.28,591115
Pereira,4.8143,-75.6946,590554
Mission Viejo,33.6095,-117.655,590249
Dortmund,51.5139,7.4653,587010
Chuxiong,25.0461,101.5436,588620
Makati City,14.55,121.0333,582602
Albany,42.6664,-73.7987,586383
Shah Alam,3.0833,101.5333,584340
Knoxville,35.9692,-83.9496,586048
Essen,51.4508,7.0131,583109
Shangzhi,45.2116,127.962,585386
Botou,38.074,116.57,584308
Bucaramanga,7.1186,-73.1161,581130
Anyang,37.3925,126.9269,573296
Genoa,44.4072,8.934,580097
Kuiju,36.8528,119.3904,581470
Tlaquepaque,20.6167,-103.3167,575942
Puente Alto,-33.6167,-70.5833,573935
Dehra Dūn,30.318,78.029,578420
Aţ Ţā’if,21.2667,40.4167,579970
San Jose del Monte,14.8139,121.0453,574089
Bakersfield,35.3529,-119.0359,579295
Wancheng,18.8,110.4,578600
Hachiōji,35.6667,139.3167,575721
Ogden,41.2278,-111.9682,578523
Xiulin,29.7211,112.4037,577022
Fu’an,27.1,119.6333,577000
Tomsk,56.4886,84.9522,572740
Kermān,30.2833,57.0667,573449
Kingston upon Hull,53.7444,-0.3325,573300
Al Maḩallah al Kubrá,30.9667,31.1667,543271
Kumul,42.8322,93.5155,572400
Luofeng,37.359,120.396,570898
Lingyuan,41.2407,119.3957,570660
Baton Rouge,30.4418,-91.131,570308
Wencheng,19.6167,110.75,568900
Ciudad Bolívar,8.1167,-63.55,567953
Durgāpur,23.55,87.32,566517
Orenburg,51.7667,55.1,564443
Shenzhou,38.0005,115.5541,566087
Āsansol,23.6833,86.9667,563917
Bacolod,10.6765,122.9509,561875
Akron,41.0798,-81.5219,565208
New Haven,41.3112,-72.9246,564830
Zhenzhou,32.2739,119.1619,564021
Surakarta,-7.5667,110.8167,552118
Jieshou,33.2605,115.3618,561956
Lanxi,29.2167,119.4722,560514
Zāhedān,29.4833,60.8667,560725
Dangyang,30.8258,111.791,560000
Columbia,34.0376,-80.9037,560041
Kemerovo,55.3333,86.0667,556920
Dresden,51.05,13.74,556549
Veracruz,19.1903,-96.1533,552156
Bhāvnagar,21.765,72.1369,554978
Luanzhou,39.7396,118.6978,554315
Novokuznetsk,53.75,87.1167,552105
Nellore,14.4333,79.9667,547621
Chiclayo,-6.763,-79.8366,552508
Palma,39.5667,2.65,550000
Al Ḩudaydah,14.8022,42.9511,548433
Eslāmshahr,35.5333,51.2,548620
Cabinda,-5.5667,12.2,550000
Amrāvati,20.9333,77.75,549370
Korla,41.7646,86.1527,549324
Huanghua,38.371,117.3329,548507
Londrina,-23.31,-51.1628,548249
Tabūk,28.3838,36.555,547957
Xingcheng,40.6189,120.7205,546176
Kaiyuan,42.538,124.0371,545624
Valledupar,10.4603,-73.2597,544134
Fengcheng,40.4543,124.0646,543933
Ajmer,26.468,74.639,542321
Tinnevelly,8.7289,77.7081,542200
Fuding,27.2,120.2,542000
Maturín,9.7457,-63.1832,542259
An Nāşirīyah,31.0439,46.2575,541600
Al Ḩillah,32.4833,44.4333,541034
Ibagué,4.4378,-75.2006,541101
Hannover,52.3744,9.7386,538068
Ryazan,54.6167,39.7167,537622
Panshi,42.9392,126.0561,539804
Kassala,15.45,36.4,536009
Ananindeua,-1.3658,-48.3719,535547
Chang’an,29.4761,113.448,537500
Shashi,30.32,112.23,520000
Poznań,52.4,16.9167,533830
Aksu,41.1664,80.25,535657
Salta,-24.7883,-65.4106,535303
Astrakhan,46.3333,48.0167,532504
Mingguang,32.7816,117.9899,532732
Naberezhnyye Chelny,55.7,52.3333,529797
Bīkaner,28.0181,73.3169,529007
Agartala,23.8333,91.2667,522613
Xalapa,19.54,-96.9275,525147
Ndola,-12.9683,28.6337,528330
Hamadān,34.8065,48.5162,528256
Villavicencio,4.1425,-73.6294,527668
Ailan Mubage,43.9167,81.3167,526745
Ensenada,31.8578,-116.6058,522768
Lyon,45.76,4.84,516092
Bắc Ninh,21.1861,106.0763,520000
Ciudad Apodaca,25.7833,-100.1833,523370
Santa Teresa del Tuy,10.2333,-66.65,525321
Maipú,-33.5167,-70.7667,521627
Penza,53.2,45,523726
Heroica Matamoros,25.8797,-97.5042,520367
Port Said,31.25,32.2833,524433
Yucheng,36.9329,116.6403,522878
Meknès,33.8833,-5.55,520428
Nuremberg,49.4539,11.0775,518365
Pohang,36.0322,129.365,520305
Anda,46.4078,125.3252,520000
Jinghong,22.0057,100.7948,519935
Utsunomiya,36.55,139.8833,518197
Liaoyuan,42.8976,125.1381,506548
Mesa,33.4017,-111.718,518012
Surrey,49.19,-122.8489,517887
Caxias do Sul,-29.1678,-51.1789,517451
Heshan,22.7697,112.9578,516500
Cuautitlán Izcalli,19.65,-99.25,511675
Ujjain,23.1828,75.7772,515215
Jiaji,19.2431,110.4642,515700
Santa Marta,11.2361,-74.2017,515556
Beining,41.5933,121.7932,514898
Hải Dương,20.9399,106.3309,507469
Carrefour,18.5333,-72.4,511345
Homyel’,52.4417,30.9833,510300
Leicester,52.6333,-1.1333,508916
